Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Maharashtra,2004,Robbery - Property,2. Robbery,1096.0,2162,38418904.0,167819863
Manipur,2004,Robbery - Property,2. Robbery,0.0,3,0.0,197000
Meghalaya,2004,Robbery - Property,2. Robbery,17.0,73,314120.0,873080
Mizoram,2004,Robbery - Property,2. Robbery,4.0,6,30500.0,32700
Nagaland,2004,Robbery - Property,2. Robbery,3.0,27,6200.0,2707263
Odisha,2004,Robbery - Property,2. Robbery,502.0,952,12041389.0,24510172
Puducherry,2004,Robbery - Property,2. Robbery,1.0,1,4600.0,4600
Punjab,2004,Robbery - Property,2. Robbery,51.0,78,7235710.0,18465131
Rajasthan,2004,Robbery - Property,2. Robbery,341.0,611,29595467.0,39917624
Sikkim,2004,Robbery - Property,2. Robbery,0.0,5,0.0,133000
Tamil Nadu,2004,Robbery - Property,2. Robbery,367.0,464,14462038.0,20762642
Tripura,2004,Robbery - Property,2. Robbery,12.0,46,193175.0,818007
Uttar Pradesh,2004,Robbery - Property,2. Robbery,992.0,2022,106136689.0,186663110
Uttarakhand,2004,Robbery - Property,2. Robbery,61.0,134,2925745.0,6411727
West Bengal,2004,Robbery - Property,2. Robbery,205.0,535,8811553.0,24286195
Andaman & Nicobar Islands,2005,Robbery - Property,2. Robbery,4.0,4,44840.0,44840
Andhra Pradesh,2005,Robbery - Property,2. Robbery,358.0,784,11824646.0,29807447
Arunachal Pradesh,2005,Robbery - Property,2. Robbery,27.0,77,545199.0,1668677
Assam,2005,Robbery - Property,2. Robbery,114.0,451,2836984.0,13050733
Bihar,2005,Robbery - Property,2. Robbery,439.0,2374,17663039.0,65234508
Chandigarh,2005,Robbery - Property,2. Robbery,10.0,12,1039650.0,1085150
Chhattisgarh,2005,Robbery - Property,2. Robbery,217.0,401,3840349.0,10051593
Dadra & Nagar Haveli,2005,Robbery - Property,2. Robbery,2.0,2,75000.0,75000
Daman & Diu,2005,Robbery - Property,2. Robbery,0.0,0,0.0,0
Delhi,2005,Robbery - Property,2. Robbery,450.0,510,6965983.0,41203747
Goa,2005,Robbery - Property,2. Robbery,12.0,25,1248880.0,3378441
Gujarat,2005,Robbery - Property,2. Robbery,523.0,935,23294791.0,60100567
Haryana,2005,Robbery - Property,2. Robbery,280.0,374,41194198.0,60538254
Himachal Pradesh,2005,Robbery - Property,2. Robbery,10.0,22,605113.0,1581207
Jammu & Kashmir,2005,Robbery - Property,2. Robbery,46.0,116,2173713.0,7010730
Jharkhand,2005,Robbery - Property,2. Robbery,163.0,698,4926094.0,21285370
Karnataka,2005,Robbery - Property,2. Robbery,671.0,1202,19082002.0,42655860
Kerala,2005,Robbery - Property,2. Robbery,233.0,544,6015450.0,25519168
Lakshadweep,2005,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2005,Robbery - Property,2. Robbery,909.0,1557,35834684.0,68609510
Maharashtra,2005,Robbery - Property,2. Robbery,1331.0,2362,44310345.0,130676723
Manipur,2005,Robbery - Property,2. Robbery,0.0,8,0.0,522270
Meghalaya,2005,Robbery - Property,2. Robbery,15.0,83,381120.0,1578747
Mizoram,2005,Robbery - Property,2. Robbery,1.0,6,300.0,16600
Nagaland,2005,Robbery - Property,2. Robbery,20.0,80,96175.0,1042890
Odisha,2005,Robbery - Property,2. Robbery,583.0,998,7942225.0,22663185
Puducherry,2005,Robbery - Property,2. Robbery,2.0,5,20740.0,798440
Punjab,2005,Robbery - Property,2. Robbery,71.0,85,15258540.0,27689697
Rajasthan,2005,Robbery - Property,2. Robbery,349.0,548,32373616.0,46054818
Sikkim,2005,Robbery - Property,2. Robbery,0.0,4,0.0,235000
Tamil Nadu,2005,Robbery - Property,2. Robbery,361.0,437,15226396.0,23283451
Tripura,2005,Robbery - Property,2. Robbery,10.0,61,297270.0,1036433
Uttar Pradesh,2005,Robbery - Property,2. Robbery,854.0,1621,64892746.0,147111016
Uttarakhand,2005,Robbery - Property,2. Robbery,59.0,138,4577845.0,8365375
West Bengal,2005,Robbery - Property,2. Robbery,154.0,426,4441585.0,13592390
Andaman & Nicobar Islands,2006,Robbery - Property,2. Robbery,5.0,5,22000.0,22040
Andhra Pradesh,2006,Robbery - Property,2. Robbery,339.0,669,18259006.0,42224671
Arunachal Pradesh,2006,Robbery - Property,2. Robbery,37.0,74,1093299.0,2528410
Assam,2006,Robbery - Property,2. Robbery,110.0,544,4390325.0,11828104
Bihar,2006,Robbery - Property,2. Robbery,382.0,2169,14838928.0,50321173
Chandigarh,2006,Robbery - Property,2. Robbery,31.0,34,320550.0,526600
Chhattisgarh,2006,Robbery - Property,2. Robbery,268.0,439,9272542.0,23284457
Dadra & Nagar Haveli,2006,Robbery - Property,2. Robbery,3.0,5,9600.0,103400
Daman & Diu,2006,Robbery - Property,2. Robbery,0.0,1,0.0,592680
Delhi,2006,Robbery - Property,2. Robbery,480.0,541,13040415.0,54404619
Goa,2006,Robbery - Property,2. Robbery,7.0,16,76650.0,3449800
Gujarat,2006,Robbery - Property,2. Robbery,516.0,932,22271713.0,45487893
Haryana,2006,Robbery - Property,2. Robbery,309.0,408,45978237.0,63152965
Himachal Pradesh,2006,Robbery - Property,2. Robbery,21.0,29,2513990.0,3503690
Jammu & Kashmir,2006,Robbery - Property,2. Robbery,32.0,112,2245019.0,4269164
Jharkhand,2006,Robbery - Property,2. Robbery,133.0,772,4065780.0,24756183
Karnataka,2006,Robbery - Property,2. Robbery,712.0,1349,24572555.0,61989790
Kerala,2006,Robbery - Property,2. Robbery,244.0,605,5442681.0,19206824
Lakshadweep,2006,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2006,Robbery - Property,2. Robbery,1063.0,1770,31142976.0,78103291
Maharashtra,2006,Robbery - Property,2. Robbery,1498.0,2540,50673143.0,155404631
Manipur,2006,Robbery - Property,2. Robbery,0.0,8,0.0,68000
Meghalaya,2006,Robbery - Property,2. Robbery,13.0,65,846845.0,1703447
Mizoram,2006,Robbery - Property,2. Robbery,5.0,10,32563.0,162397
Nagaland,2006,Robbery - Property,2. Robbery,21.0,82,570200.0,53227971
Odisha,2006,Robbery - Property,2. Robbery,661.0,1184,17714523.0,47359024
Puducherry,2006,Robbery - Property,2. Robbery,1.0,3,10000.0,110000
Punjab,2006,Robbery - Property,2. Robbery,105.0,142,12998828.0,21920047
Rajasthan,2006,Robbery - Property,2. Robbery,392.0,581,48425753.0,57790782
Sikkim,2006,Robbery - Property,2. Robbery,2.0,9,47000.0,151600
Tamil Nadu,2006,Robbery - Property,2. Robbery,360.0,450,16812034.0,22634231
Tripura,2006,Robbery - Property,2. Robbery,21.0,71,283620.0,1423080
Uttar Pradesh,2006,Robbery - Property,2. Robbery,851.0,1565,78744260.0,147203219
Uttarakhand,2006,Robbery - Property,2. Robbery,49.0,113,1663815.0,6014979
West Bengal,2006,Robbery - Property,2. Robbery,158.0,426,7073804.0,28000059
Andaman & Nicobar Islands,2007,Robbery - Property,2. Robbery,6.0,9,164690.0,239690
Andhra Pradesh,2007,Robbery - Property,2. Robbery,332.0,604,21691492.0,42748748
Arunachal Pradesh,2007,Robbery - Property,2. Robbery,38.0,75,1969700.0,3324408
Assam,2007,Robbery - Property,2. Robbery,120.0,496,3187208.0,14447990
Bihar,2007,Robbery - Property,2. Robbery,333.0,1787,15551687.0,68305746
Chandigarh,2007,Robbery - Property,2. Robbery,31.0,37,652410.0,1616410
Chhattisgarh,2007,Robbery - Property,2. Robbery,263.0,427,8314313.0,18400122
Dadra & Nagar Haveli,2007,Robbery - Property,2. Robbery,3.0,3,30000.0,30000
Daman & Diu,2007,Robbery - Property,2. Robbery,0.0,2,0.0,3000
Delhi,2007,Robbery - Property,2. Robbery,478.0,557,9950516.0,48600840
Goa,2007,Robbery - Property,2. Robbery,13.0,22,5148378.0,6447620
Gujarat,2007,Robbery - Property,2. Robbery,540.0,1057,22082579.0,54092964
Haryana,2007,Robbery - Property,2. Robbery,359.0,502,58084857.0,86991285
Himachal Pradesh,2007,Robbery - Property,2. Robbery,9.0,23,1694900.0,4318120
Jammu & Kashmir,2007,Robbery - Property,2. Robbery,35.0,107,3923180.0,7023680
Jharkhand,2007,Robbery - Property,2. Robbery,136.0,771,7553353.0,37472789
Karnataka,2007,Robbery - Property,2. Robbery,845.0,1307,25775141.0,66346393
Kerala,2007,Robbery - Property,2. Robbery,345.0,726,7091344.0,28914973
Lakshadweep,2007,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2007,Robbery - Property,2. Robbery,1126.0,1975,51082895.0,89208369
Maharashtra,2007,Robbery - Property,2. Robbery,1616.0,2732,53930063.0,167474105
Manipur,2007,Robbery - Property,2. Robbery,0.0,11,0.0,1392300
Meghalaya,2007,Robbery - Property,2. Robbery,10.0,56,700100.0,1402381
Mizoram,2007,Robbery - Property,2. Robbery,3.0,4,39300.0,44350
Nagaland,2007,Robbery - Property,2. Robbery,7.0,74,1321900.0,8066498
Odisha,2007,Robbery - Property,2. Robbery,690.0,1273,17860648.0,62957837
Puducherry,2007,Robbery - Property,2. Robbery,4.0,8,69250.0,3236250
Punjab,2007,Robbery - Property,2. Robbery,107.0,138,10033295.0,23479625
Rajasthan,2007,Robbery - Property,2. Robbery,420.0,723,45212425.0,65857571
Sikkim,2007,Robbery - Property,2. Robbery,0.0,6,0.0,87700
Tamil Nadu,2007,Robbery - Property,2. Robbery,417.0,495,21951038.0,29531931
Tripura,2007,Robbery - Property,2. Robbery,10.0,64,223750.0,916477
Uttar Pradesh,2007,Robbery - Property,2. Robbery,827.0,1417,69751301.0,145391089
Uttarakhand,2007,Robbery - Property,2. Robbery,69.0,144,4325410.0,8071357
West Bengal,2007,Robbery - Property,2. Robbery,149.0,427,13727735.0,34767419
Andaman & Nicobar Islands,2008,Robbery - Property,2. Robbery,10.0,14,81200.0,203400
Andhra Pradesh,2008,Robbery - Property,2. Robbery,348.0,599,30406364.0,54947063
Arunachal Pradesh,2008,Robbery - Property,2. Robbery,40.0,79,714120.0,1282910
Assam,2008,Robbery - Property,2. Robbery,142.0,568,4959153.0,26547936
Bihar,2008,Robbery - Property,2. Robbery,391.0,1592,11803934.0,71982641
Chandigarh,2008,Robbery - Property,2. Robbery,22.0,23,268600.0,270600
Chhattisgarh,2008,Robbery - Property,2. Robbery,291.0,500,18507666.0,30199112
Dadra & Nagar Haveli,2008,Robbery - Property,2. Robbery,0.0,0,0.0,0
Daman & Diu,2008,Robbery - Property,2. Robbery,1.0,4,400000.0,985700
Delhi,2008,Robbery - Property,2. Robbery,362.0,541,7425250.0,83492513
Goa,2008,Robbery - Property,2. Robbery,7.0,23,118800.0,2311380
Gujarat,2008,Robbery - Property,2. Robbery,649.0,1302,22165510.0,57524742
Haryana,2008,Robbery - Property,2. Robbery,395.0,555,64320526.0,98144107
Himachal Pradesh,2008,Robbery - Property,2. Robbery,10.0,20,709380.0,2018930
Jammu & Kashmir,2008,Robbery - Property,2. Robbery,24.0,60,5474120.0,6892220
Jharkhand,2008,Robbery - Property,2. Robbery,202.0,761,7692706.0,36317556
Karnataka,2008,Robbery - Property,2. Robbery,893.0,1610,39373679.0,127655811
Kerala,2008,Robbery - Property,2. Robbery,349.0,725,12664305.0,46727656
Lakshadweep,2008,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2008,Robbery - Property,2. Robbery,1218.0,2234,55084131.0,143137421
Maharashtra,2008,Robbery - Property,2. Robbery,1790.0,2984,77213016.0,569912815
Manipur,2008,Robbery - Property,2. Robbery,2.0,7,19000.0,1072600
Meghalaya,2008,Robbery - Property,2. Robbery,17.0,63,54100.0,2802150
Mizoram,2008,Robbery - Property,2. Robbery,4.0,6,72184.0,99220
Nagaland,2008,Robbery - Property,2. Robbery,5.0,87,600300.0,272716035
Odisha,2008,Robbery - Property,2. Robbery,725.0,1315,21594475.0,55547517
Puducherry,2008,Robbery - Property,2. Robbery,10.0,10,435490.0,435490
Punjab,2008,Robbery - Property,2. Robbery,120.0,167,50324180.0,72255931
Rajasthan,2008,Robbery - Property,2. Robbery,462.0,777,57538862.0,74233912
Sikkim,2008,Robbery - Property,2. Robbery,0.0,7,0.0,123100
Tamil Nadu,2008,Robbery - Property,2. Robbery,548.0,662,22664158.0,32140158
Tripura,2008,Robbery - Property,2. Robbery,11.0,95,35000.0,1004194
Uttar Pradesh,2008,Robbery - Property,2. Robbery,909.0,1404,106286964.0,189676793
Uttarakhand,2008,Robbery - Property,2. Robbery,80.0,115,6102530.0,13022462
West Bengal,2008,Robbery - Property,2. Robbery,191.0,613,5813284.0,24314515
Andaman & Nicobar Islands,2009,Robbery - Property,2. Robbery,9.0,11,187700.0,222200
Andhra Pradesh,2009,Robbery - Property,2. Robbery,310.0,536,32450159.0,52697966
Arunachal Pradesh,2009,Robbery - Property,2. Robbery,29.0,55,761840.0,2039140
Assam,2009,Robbery - Property,2. Robbery,119.0,680,4580248.0,27004505
Bihar,2009,Robbery - Property,2. Robbery,352.0,1619,14097048.0,67731418
Chandigarh,2009,Robbery - Property,2. Robbery,22.0,27,492950.0,883650
Chhattisgarh,2009,Robbery - Property,2. Robbery,354.0,554,14429223.0,26529632
Dadra & Nagar Haveli,2009,Robbery - Property,2. Robbery,1.0,2,900000.0,905750
Daman & Diu,2009,Robbery - Property,2. Robbery,1.0,4,22400.0,336400
Delhi,2009,Robbery - Property,2. Robbery,403.0,515,31782135.0,134320407
Goa,2009,Robbery - Property,2. Robbery,14.0,29,1812500.0,4152080
Gujarat,2009,Robbery - Property,2. Robbery,570.0,1412,37156677.0,75901458
Haryana,2009,Robbery - Property,2. Robbery,434.0,679,66855856.0,114003381
Himachal Pradesh,2009,Robbery - Property,2. Robbery,8.0,21,112080.0,3151270
Jammu & Kashmir,2009,Robbery - Property,2. Robbery,22.0,61,2081610.0,4186195
Jharkhand,2009,Robbery - Property,2. Robbery,203.0,780,7691799.0,35810817
Karnataka,2009,Robbery - Property,2. Robbery,1026.0,1825,66321860.0,117838795
Kerala,2009,Robbery - Property,2. Robbery,423.0,725,12401470.0,33221516
Lakshadweep,2009,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2009,Robbery - Property,2. Robbery,1370.0,2270,53226153.0,100939335
Maharashtra,2009,Robbery - Property,2. Robbery,1908.0,3281,76228642.0,248298616
Manipur,2009,Robbery - Property,2. Robbery,0.0,3,0.0,355000
Meghalaya,2009,Robbery - Property,2. Robbery,9.0,67,168860.0,2197580
Mizoram,2009,Robbery - Property,2. Robbery,1.0,4,120000.0,687934
Nagaland,2009,Robbery - Property,2. Robbery,10.0,92,2932120.0,653462133
Odisha,2009,Robbery - Property,2. Robbery,704.0,1488,25335003.0,80922008
Puducherry,2009,Robbery - Property,2. Robbery,8.0,9,225200.0,520200
Punjab,2009,Robbery - Property,2. Robbery,127.0,171,12957100.0,24155661
Rajasthan,2009,Robbery - Property,2. Robbery,512.0,828,86301774.0,137303678
Sikkim,2009,Robbery - Property,2. Robbery,0.0,4,0.0,58500
Tamil Nadu,2009,Robbery - Property,2. Robbery,834.0,1143,47960016.0,70095235
Tripura,2009,Robbery - Property,2. Robbery,16.0,77,1320160.0,2124018
Uttar Pradesh,2009,Robbery - Property,2. Robbery,1017.0,1629,107357275.0,185440605
Uttarakhand,2009,Robbery - Property,2. Robbery,97.0,151,7382290.0,11543328
West Bengal,2009,Robbery - Property,2. Robbery,167.0,751,23649777.0,59387647
Andaman & Nicobar Islands,2010,Robbery - Property,2. Robbery,3.0,7,60080.0,318081
Andhra Pradesh,2010,Robbery - Property,2. Robbery,337.0,533,19902399.0,39143793
Arunachal Pradesh,2010,Robbery - Property,2. Robbery,26.0,69,1541787.0,4502105
Assam,2010,Robbery - Property,2. Robbery,88.0,662,3322890.0,13746590
Bihar,2010,Robbery - Property,2. Robbery,305.0,1538,14080283.0,83964697
Chandigarh,2010,Robbery - Property,2. Robbery,52.0,67,567140.0,3409440
Chhattisgarh,2010,Robbery - Property,2. Robbery,324.0,552,9596117.0,30437443
Dadra & Nagar Haveli,2010,Robbery - Property,2. Robbery,0.0,3,0.0,946907
Daman & Diu,2010,Robbery - Property,2. Robbery,0.0,0,0.0,0
Delhi,2010,Robbery - Property,2. Robbery,435.0,599,16484540.0,116610568
Goa,2010,Robbery - Property,2. Robbery,27.0,36,2245750.0,5842300
Gujarat,2010,Robbery - Property,2. Robbery,627.0,1367,30477347.0,106357622
Haryana,2010,Robbery - Property,2. Robbery,481.0,734,72926257.0,116343480
Himachal Pradesh,2010,Robbery - Property,2. Robbery,7.0,11,1171465.0,1619465
Jammu & Kashmir,2010,Robbery - Property,2. Robbery,19.0,56,3514800.0,5531200
Jharkhand,2010,Robbery - Property,2. Robbery,197.0,709,8179876.0,31192463
Karnataka,2010,Robbery - Property,2. Robbery,1011.0,1949,122951711.0,150847452
Kerala,2010,Robbery - Property,2. Robbery,336.0,524,9088410.0,19101844
Lakshadweep,2010,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2010,Robbery - Property,2. Robbery,1177.0,1918,73587461.0,130591889
Maharashtra,2010,Robbery - Property,2. Robbery,2206.0,3680,87244866.0,1520900483
Manipur,2010,Robbery - Property,2. Robbery,1.0,2,11500.0,51500
Meghalaya,2010,Robbery - Property,2. Robbery,10.0,66,115000.0,2890295
Mizoram,2010,Robbery - Property,2. Robbery,10.0,16,27950.0,1507760
Nagaland,2010,Robbery - Property,2. Robbery,12.0,63,688030.0,11368585
Odisha,2010,Robbery - Property,2. Robbery,716.0,1491,34063947.0,119195185
Puducherry,2010,Robbery - Property,2. Robbery,4.0,5,2140065.0,2425969
Punjab,2010,Robbery - Property,2. Robbery,191.0,241,33385419.0,45890133
Rajasthan,2010,Robbery - Property,2. Robbery,562.0,872,95860220.0,115853823
Sikkim,2010,Robbery - Property,2. Robbery,0.0,7,0.0,171600
Tamil Nadu,2010,Robbery - Property,2. Robbery,1326.0,1817,70981709.0,117163496
Tripura,2010,Robbery - Property,2. Robbery,16.0,63,396035.0,1318455
Uttar Pradesh,2010,Robbery - Property,2. Robbery,1223.0,2007,121061420.0,246998602
Uttarakhand,2010,Robbery - Property,2. Robbery,100.0,152,8107570.0,14016919
West Bengal,2010,Robbery - Property,2. Robbery,190.0,798,12010617.0,50393917
Andaman & Nicobar Islands,2001,Theft - Property,4. Theft,24.0,65,354321.0,595549
Andhra Pradesh,2001,Theft - Property,4. Theft,9515.0,16435,108258741.0,224104509
Arunachal Pradesh,2001,Theft - Property,4. Theft,193.0,443,6344706.0,12395613
Assam,2001,Theft - Property,4. Theft,1163.0,5367,7609277.0,38223829
Bihar,2001,Theft - Property,4. Theft,1942.0,9695,18392667.0,268426920
Chandigarh,2001,Theft - Property,4. Theft,556.0,1529,17350879.0,36956201
Chhattisgarh,2001,Theft - Property,4. Theft,1664.0,4812,22767348.0,51329061
Dadra & Nagar Haveli,2001,Theft - Property,4. Theft,19.0,45,330567.0,1049398
Daman & Diu,2001,Theft - Property,4. Theft,12.0,39,934194.0,1622887
Delhi,2001,Theft - Property,4. Theft,4235.0,19276,146767644.0,878205006
Goa,2001,Theft - Property,4. Theft,202.0,572,6123044.0,18220340
Gujarat,2001,Theft - Property,4. Theft,4620.0,15625,119724259.0,422312609
Haryana,2001,Theft - Property,4. Theft,2814.0,6115,147713275.0,227824329
Himachal Pradesh,2001,Theft - Property,4. Theft,209.0,596,13471070.0,27359454
Jammu & Kashmir,2001,Theft - Property,4. Theft,618.0,1919,25032584.0,59706866
Jharkhand,2001,Theft - Property,4. Theft,935.0,3236,6926220.0,73302172
Karnataka,2001,Theft - Property,4. Theft,4163.0,12868,137617871.0,302109716
Kerala,2001,Theft - Property,4. Theft,2203.0,5365,62894216.0,224561696
Lakshadweep,2001,Theft - Property,4. Theft,4.0,10,31900.0,93790
Madhya Pradesh,2001,Theft - Property,4. Theft,6505.0,20263,124632664.0,279298301
Maharashtra,2001,Theft - Property,4. Theft,13815.0,39667,408353354.0,1479320711
Manipur,2001,Theft - Property,4. Theft,17.0,217,223245.0,5162243
